PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_SUBSTANCE_COMMENT
"CCSBASE_EECD86DC7E","LOMEFLOXACIN","CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_BAB0F70487","LOMEFLOXACIN","CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_6D0D5B49B5","MARBOFLOXACIN","CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_30DD1BCE7D","MARBOFLOXACIN","CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_B801063E1D","MEBENDAZOLE","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_B6868DCC67","MEBENDAZOLE","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_2DD49C823E","MEBENDAZOLE-AMINE","C1=CC=C(C=C1)C(=O)C2=CC3=C(C=C2)N=C(N3)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_2AEC421F19","MEBENDAZOLE-AMINE","C1=CC=C(C=C1)C(=O)C2=CC3=C(C=C2)N=C(N3)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_6FAD7031A1","METHACYCLINE","CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_A801F0A6A0","METHACYCLINE","CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_A4377F9561","METRONIDAZOLE","CC1=NC=C(N1CCO)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_CC776A7298","MOXIFLOXACIN","COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_F1C2549ACB","MOXIFLOXACIN","COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_73EBA67D28","NAFCILLIN","CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_5BDF1C393A","NAFCILLIN","CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_B3A261CC71","NALIDIXIC ACID","CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_703F4EFF22","NALIDIXIC ACID","CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_C698BE6364","NEOMYCIN","C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_0ADCB12E9A","NEOMYCIN","C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_ADB1BEE989","NORFLOXACIN","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_2D0745803E","NORFLOXACIN","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_0FE34A76D2","OFLOXACIN","CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_51C0D3EAA0","OFLOXACIN","CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_3AA762DC7D","ORBIFLOXACIN","C[C@@H]1CN(C[C@@H](N1)C)C2=C(C3=C(C(=C2F)F)C(=O)C(=CN3C4CC4)C(=O)O)F","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_AC06646480","ORBIFLOXACIN","C[C@@H]1CN(C[C@@H](N1)C)C2=C(C3=C(C(=C2F)F)C(=O)C(=CN3C4CC4)C(=O)O)F","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_027158FD04","ORNIDAZOLE","CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_627C1F57B3","OXACILLIN","CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_5A3737C3E1","OXACILLIN","CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_22D0615904","OXFENDAZOLE","COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_0ACD610FFB","OXFENDAZOLE","COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_2E251A0368","OXIBENDAZOLE","CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_C627E7E532","OXIBENDAZOLE","CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_4FE504A125","OXOLINIC ACID","CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_D576B1854C","OXOLINIC ACID","CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_D36DF76A5A","OXYTETRACYCLINE","C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_02806E222B","OXYTETRACYCLINE","C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_3AC8A26FF9","PARBENDAZOLE","CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_8568D4DCBB","PARBENDAZOLE","CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_3AB3D01BC3","PAROMOMYCIN","C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_66FFFEDAEC","PAROMOMYCIN","C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_0A04B24EC0","PEFLOXACIN","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_9FD28F3862","PEFLOXACIN","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_8A0D2F3AB4","PENICILLIN G","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_F51CC2E03A","PENICILLIN G","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_389697AC5C","PENICILLIN V","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_3E49DA06D3","PENICILLIN V","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_18FC8975A7","PIPEMIDIC ACID","CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_EE80FB2979","PIPEMIDIC ACID","CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_4D31AE4D2E","PIPERACILLIN","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_0E8189DA97","PIPERACILLIN","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_8BAB8E7787","RONIDAZOLE","CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_4CD5A4017E","RONIDAZOLE","CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_72A40EC59F","SECNIDAZOLE","CC1=NC=C(N1CC(C)O)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_9D5FA3FC64","SPECTINOMYCIN","C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_344F3C0C83","SPECTINOMYCIN","C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_2043A1C233","STREPTOMYCIN","C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_F1202E6000","STREPTOMYCIN","C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_1C9258E150","SULFACHLOROPYRIDAZINE","C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_8657BDC303","SULFACHLOROPYRIDAZINE","C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_B2B26EDE53","SULFADIAZINE","C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_395B7C2A1C","SULFADIAZINE","C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_6BF31DAB9A","SULFADIMETHOXINE","COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_677F448239","SULFADIMETHOXINE","COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_E85DDF0551","SULFADOXINE","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_66010CB4A0","SULFADOXINE","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_4B13F2B07A","SULFAMERAZINE","CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_882D5307E0","SULFAMERAZINE","CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_0D27474ABD","SULFAMETER","COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_07FFEA01FC","SULFAMETER","COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_379D49D0BB","SULFAMETHAZINE","CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_6F24B1C5CE","SULFAMETHAZINE","CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_10DC09CB4F","SULFAMETHIZOLE","CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_D633B1C488","SULFAMETHIZOLE","CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_BB44F2F731","SULFAMETHOXAZOLE","CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_277B594F48","SULFAMETHOXAZOLE","CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_127CE551F5","SULFAPYRIDINE","C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_F69DA711BF","SULFAPYRIDINE","C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_915BC963F6","TERNIDAZOLE","CC1=NC=C(N1CCCO)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_F1F5DA12A2","TERNIDAZOLE","CC1=NC=C(N1CCCO)[N+](=O)[O-]","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_406E43550C","TETRACYCLINE","C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_F2273054C3","TETRACYCLINE","C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_628479AF4F","THIABENDAZOLE","C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_734129CB3C","THIABENDAZOLE","C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_D691F870B6","TINIDAZOLE","CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_64A115460B","TINIDAZOLE","CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_53D8350004","TRICLABENDAZOLE","CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_6CF242C623","TRICLABENDAZOLE SULFOXIDE","CS(=O)C1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_41AEE87931","TRICLABENDAZOLE SULFOXIDE","CS(=O)C1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_C92900E9CD","TRICLABENDAZOLE-SULFONE","CS(=O)(=O)C1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_3F6ADFB52A","TRICLABENDAZOLE-SULFONE","CS(=O)(=O)C1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/abs/pii/S0003267018311693'"
"CCSBASE_501902326B","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_3E3FDF3F71","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_616DCB367E","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_B2988D4955","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_142AC0B7BC","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_C5958BD72B","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_F457E26AF2","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_9AD8871FEE","Glycocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_211995FE58","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
