g_id,name,adduct,mz,mass,z,ccs,ccs_type,ccs_method,smi,ref
"CCSBASE_1DD61ADD18","PE(40:3)","[M-H]-",796.5856,796.5856,1,284.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_6462811202","PE(40:3)","[M+H]+",798.6021,798.6021,1,291.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_864B946DA5","PE(40:3)","[M+H]+",798.6041,798.6041,1,292.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E063BD322F","PE(40:4)","[M-H]-",794.5690,794.5690,1,281.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2150E86F83","PE(40:4)","[M-H]-",794.5690,794.5690,1,283.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9B5CE2CC96","PE(40:4)","[M-H]-",794.5703,794.5703,1,288.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EEE02D5E85","PE(40:4)","[M+H]+",796.5853,796.5853,1,290.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_03266F3A23","PE(40:5)","[M-H]-",792.5533,792.5533,1,281.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EA21D00B05","PE(40:6)","[M-H]-",790.5386,790.5386,1,279.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_CF1EC19AF7","PE(40:6)","[M-H]-",790.5397,790.5397,1,285.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_264BE04593","PE(40:6)","[M+H]+",792.5544,792.5544,1,285.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C7BCACDC97","PE(40:6)","[M+H]+",792.5547,792.5547,1,283.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C9D7AE9DF6","PE(40:6)","[M+H]+",792.5540,792.5540,1,285.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_636009FB7F","PE(40:7)","[M-H]-",788.5241,788.5241,1,280.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C709020135","PE(40:7)","[M-H]-",788.5225,788.5225,1,278.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A1902D5589","PE(40:7)","[M+H]+",790.5391,790.5391,1,280.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5D0B81391D","PE(40:7)","[M+H]+",790.5353,790.5353,1,289.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_53CA0D412D","PE(40:7)","[M+H]+",790.5371,790.5371,1,280.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_930A63E4D9","PE(40:7)","[M+H]+",790.5388,790.5388,1,281.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_75306DA215","PE(40:8)","[M-H]-",786.5070,786.5070,1,277.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_179A7E265D","PE(40:8)","[M-H]-",786.5064,786.5064,1,276.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F67F21FF6B","PE(40:8)","[M-H]-",786.5079,786.5079,1,281.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F1145AEB5C","PE(40:8)","[M+H]+",788.5229,788.5229,1,280.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9025334B1C","PE(40:9)","[M-H]-",784.4926,784.4926,1,276.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5D2ED8F07E","PE(40:9)","[M-H]-",784.4907,784.4907,1,275.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_3530EC1CC6","PE(40:9)","[M+H]+",786.5083,786.5083,1,279.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0D0F19F94E","PE(41:1)","[M+H]+",816.6479,816.6479,1,298.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_520CF540CD","PE(41:5)","[M+H]+",808.5834,808.5834,1,290.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A84637FE02","PE(42:10)","[M-H]-",810.5061,810.5061,1,280.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_891E35A080","PE(42:10)","[M-H]-",810.5066,810.5066,1,285.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_389E6D8EAA","PE(42:10)","[M-H]-",810.5094,810.5094,1,286.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_079FA30210","PE(42:10)","[M+H]+",812.5211,812.5211,1,284.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BA28ABC5A9","PE(42:10)","[M+H]+",812.5228,812.5228,1,284.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1500C37C2D","PE(42:11)","[M-H]-",808.4923,808.4923,1,279.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_6BE291ED5D","PE(42:11)","[M-H]-",808.4911,808.4911,1,284.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_664C769C61","PE(42:2)","[M+H]+",828.6487,828.6487,1,298.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_4B7EADBA3E","PE(42:4)","[M-H]-",822.6005,822.6005,1,288.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C930345873","PE(42:4)","[M-H]-",822.5997,822.5997,1,294.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5493725669","PE(42:4)","[M+H]+",824.6183,824.6183,1,292.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_65EDC36073","PE(42:6)","[M-H]-",818.5686,818.5686,1,287.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_4F390AB762","PE(42:7)","[M-H]-",816.5534,816.5534,1,285.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_66B4E7052B","PE(42:7)","[M+H]+",818.5710,818.5710,1,288.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EB4F47AB9B","PE(42:8)","[M-H]-",814.5377,814.5377,1,283.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C5ACE0BDBB","PE(42:9)","[M-H]-",812.5222,812.5222,1,286.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_6030188278","PE(42:9)","[M+H]+",814.5364,814.5364,1,285.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C604F3F46C","PE(44:12)","[M-H]-",834.5064,834.5064,1,283.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2E574D71B1","PE(44:12)","[M+H]+",836.5225,836.5225,1,286.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2AA0304268","PE(44:2)","[M+H]+",856.6775,856.6775,1,304.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_93C557A989","PE(44:4)","[M+H]+",852.6475,852.6475,1,302.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_51EACE7DB5","PE(44:5)","[M+H]+",850.6328,850.6328,1,298.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E31560A360","PE(44:7)","[M-H]-",844.5854,844.5854,1,296.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_529423AD64","PE(o34:1)","[M+H]+",704.5610,704.5610,1,276.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_64C1E0907D","PE(o35:0)","[M-CH3]-",704.5588,704.5588,1,267.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCC)=O)COCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0F90B576EA","PE(o35:1)","[M-CH3]-",702.5436,702.5436,1,270.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_154FE9C90D","PE(o36:4)","[M+H]+",726.5439,726.5439,1,276.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C6794B0BE7","PE(o36:4)","[M+H]+",726.5427,726.5427,1,276.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_31A27060C0","PE(o36:5)","[M-H]-",722.5127,722.5127,1,274.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1E3116DD6E","PE(o36:5)","[M+H]+",724.5272,724.5272,1,274.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C84BCAEC2D","PE(o38:4)","[M-H]-",752.5632,752.5632,1,275.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FDD48869F9","PE(o38:4)","[M-H]-",752.5585,752.5585,1,280.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B15DBF3218","PE(o38:4)","[M+H]+",754.5748,754.5748,1,284.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_4EB2A0C1CC","PE(o38:4)","[M+H]+",754.5743,754.5743,1,283.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_57F45213B8","PE(o38:5)","[M-H]-",750.5432,750.5432,1,273.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FA6086CB0F","PE(o38:5)","[M-H]-",750.5425,750.5425,1,279.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EB8588B0D1","PE(o38:6)","[M-H]-",748.5283,748.5283,1,273.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5E94F19AE9","PE(o38:6)","[M+H]+",750.5444,750.5444,1,279.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_EB08F2179B","PE(o38:6)","[M+H]+",750.5433,750.5433,1,279.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1300C4079C","PE(o40:4)","[M+H]+",782.6063,782.6063,1,290.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9EFFC6D098","PE(o40:5)","[M+H]+",780.5886,780.5886,1,288.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A36387C86B","PE(p32:0)","[M+H]+",676.5280,676.5280,1,272.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","","https://www.nature.com/articles/s41467-019-14044-x"
